Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8,Amount_Cleaned,Date_Parsed,Year,Sector_Standardized,State_Standardized
,,Chalo,,,,,,,,India’s #1 bus transport technology company.,,,Mobility,Mumbai,,,$40000000,13.0,2014,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",Series C,,,,,,,,,,,,,,
,,Kaar Technologies,,,,,,,,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",,,Information Technology & Services,Chennai,,,$4000000,14.0,2005,Maran Nagarajan,BlackSoil,,,,,,,,,,,,,,,
,,Kissan Pro,,,,,,,,"Full stack solution on agri advisory, input purchase and market linkage",,,Farming,Jharkhand,,,$Undisclosed,15.0,2021,Ravi Dasoundhi,EKKI,,,,,,,,,,,,,,,
,,Sunstone Eduversity,,,,,,,,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,,,EdTech,Gurugram,,,$28000000,16.0,2011,"Ashish Munjal, Piyush Nangru",WestBridge Capital,Series B,,,,,,,,,,,,,,
,,Ozonetel,,,,,,,,Ozonetel is leading Cloud Telephony solution provider.,,,Telecommunications,Hyderabad,,,$5000000,17.0,2007,"CSN Murthy, Atul Sharma",Stakeboat Capital,Series A,,,,,,,,,,,,,,
,,CoinSwitch Kuber,,,,,,,,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",,,Crypto,Bangalore,,,$260000000,18.0,2017,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",Series C,,,,,,,,,,,,,,
,,Pazcare,,,,,,,,Paz Care is India's leading Employee Benefits & Health insurance platform,,,Insurance,Bangalore,,,$3500000,19.0,2020,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",Seed,,,,,,,,,,,,,,
,,kWh Bikes,,,,,,,,Building India’s strongest and smartest electric 2 wheelers,,,Automotive,Bangalore,,,$2000000,20.0,2020,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",Seed,,,,,,,,,,,,,,
,,IBSFINtech,,,,,,,,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",,,Information Technology & Services,Bangalore,,,$1000000,21.0,2006,"C M Grover, TM Manjunath",,Pre-Series A,,,,,,,,,,,,,,
,,LeadSquared,,,,,,,,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",,,Computer Software,Bangalore,,,$Undisclosed,22.0,2011,Nilesh Patel,International Finance Corporation,,,,,,,,,,,,,,,
,,Phool.co,,,,,,,,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,,,Renewables & Environment,Kanpur,,,$Undisclosed,23.0,2017,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",,,,,,,,,,,,,,,
,,Twin Health,,,,,,,,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,,,"Health, Wellness & Fitness",Chennai,,,$140000000,24.0,2018,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",Series C,,,,,,,,,,,,,,
,,Trica,,,,,,,,Powering private markets - A technology platform for startups and investors.,,,Equity Management,Mumbai,,,$3000000,25.0,2021,Nimesh Kampani,LetsVenture,Seed,,,,,,,,,,,,,,
,,mHealth,,,,,,,,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,,,"Health, Wellness & Fitness",New Delhi,,,$Undisclosed,26.0,2020,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,Seed,,,,,,,,,,,,,,
,,Rebel Foods,,,,,,,,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",,,Cloud kitchen,Mumbai,,,$175000000,27.0,2011,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority,Series F,,,,,,,,,,,,,,
,,ProfitWheel,,,,,,,,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,,,Marketing & Advertising,Mumbai,,,$3000000,28.0,2020,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",Seed,,,,,,,,,,,,,,
,,Log 9 Materials,,,,,,,,Log9 Materials is on a mission to make global energy 100% clean.,,,Nanotechnology,Bangalore,,,$2000000,29.0,2014,Akshay Singhal,Petronas Ventures,,,,,,,,,,,,,,,
,,Chingari,,,,,,,,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",,,Entertainment,Bangalore,,,$19000000,30.0,2018,Sumit Ghosh,Solana,,,,,,,,,,,,,,,
,,Ishitva,,,,,,,,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",,,Computer Software,Ahmedabad,,,$1000000,31.0,2018,Jitesh Dadlani,Inflection Point Ventures,Pre-Series A,,,,,,,,,,,,,,
,,Ola Electric,,,,,,,,Sustainability for the future.,,,Automotive,Bangalore,,,$200000000,32.0,2017,Bhavish Aggarwal,"Falcon Edge, Softbank",,,,,,,,,,,,,,,
,,leap.club,,,,,,,,A community-led professional network for women,,,Community,Gurugram,,,$810000,33.0,2014,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",Pre-Series A,,,,,,,,,,,,,,
,,F5,,,,,,,,One-Stop Solution for Daily Workplace Needs,,,Retail,New Delhi,,,$600000,34.0,2018,"Raghav Arora, Lalit Aggarwal",Auxano Capital,Pre-Series A,,,,,,,,,,,,,,
,,ForeignAdmits,,,,,,,,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,,,Higher Education,Bangalore,,,$400000,35.0,2018,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,Seed,,,,,,,,,,,,,,
,,SALT,,,,,,,,Salt is a neo-banking experience created to cater to international businesses.,,,Financial Services,Bangalore,,,$500000,36.0,2019,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",Pre-seed,,,,,,,,,,,,,,
,,EarnWealth,,,,,,,,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",,,Financial Services,Pune,,,$500000,37.0,2014,Rajesh P Nair,,Pre-Series A,,,,,,,,,,,,,,
,,Visit Health,,,,,,,,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",,,"Health, Wellness & Fitness",New Delhi,,,$7500000,38.0,2015,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies,,,,,,,,,,,,,,,
,,Crater.Club,,,,,,,,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",,,Media,Bangalore,,,$700000,39.0,2020,"Vignesh Prasad, Vivan Puri",LC Nueva AIF,Seed,,,,,,,,,,,,,,
,,NFTically,,,,,,,,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",,,NFT,Gurugram,,,$1000000,40.0,2021,Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",Seed,,,,,,,,,,,,,,
,,ReshaMandi,,,,,,,,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",,,B2B,Bangalore,,,$30000000,41.0,2020,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",Series A,,,,,,,,,,,,,,
,,Zetwerk,,,,,,,,ZETWERK is a universal manufacturing network powered by new-age technology.,,,Mechanical Or Industrial Engineering,Bangalore,,,$600000000,42.0,2018,Amrit Acharya,TradeCred,,,,,,,,,,,,,,,
,,Hubilo,,,,,,,,Hubilo is the leading hybrid event platform built for engagement and event excellence.,,,Software Startup,Ahmedabad,,,$125000000,43.0,2020,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,Series B,,,,,,,,,,,,,,
,,M2P Fintech,,,,,,,,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",,,Financial Services,Chennai,,,$35000000,44.0,2015,Madhusudanan R,Tiger Global,Series C,,,,,,,,,,,,,,
,,Open Financial Technologies,,,,,,,,Open is Asia’s first neobanking platform for SMEs and startups.,,,Financial Services,Bangalore,,,$90000000,45.0,2017,Anish Achuthan,"Temasek, Google, SBI Investment",Series C,,,,,,,,,,,,,,
,,Niro,,,,,,,,Embedding personal credit products into leading consumer internet platforms.,,,Financial Services,Bangalore,,,$3500000,46.0,2021,"Aditya Kumar, Sankalp Mathur",Elevar Equity,Seed,,,,,,,,,,,,,,
,,Wiingy,,,,,,,,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,,,E-learning,Bangalore,,,$400000,47.0,2021,Asit Biswal,Aroa Ventures,,,,,,,,,,,,,,,
,,CarDekho,,,,,,,,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,,,Automotive,Jaipur,,,$250000000,48.0,2008,"Amit Jain, Anurag Jain",,Series E,,,,,,,,,,,,,,
,,Melorra,,,,,,,,A company that styles jewellery for the contemporary wardrobe.,,,D2C jewellery,Bangalore,,,$24000000,49.0,2015,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest",,,,,,,,,,,,,,,
,,AnKa SumMor,,,,,,,,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",,,Sales and Distribution,Bangalore,,,$1000000,50.0,2017,"Rajiv Joshi, Ashok George",Inflection Point Ventures,Pre-Series A,,,,,,,,,,,,,,
,,Toch.ai,,,,,,,,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",,,SaaS,Mumbai,,,$11000000,51.0,2016,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",,Series A,,,,,,,,,,,,,,
,,Playto Labs,,,,,,,,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,,,E-learning,Bangalore,,,$500000,52.0,2021,Pavan Ponnaganti,Inflection Point Ventures,Seed,,,,,,,,,,,,,,
,,Fraazo,,,,,,,,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,,,Food & Beverages,Mumbai,,,$50000000,53.0,2020,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,Series B,,,,,,,,,,,,,,
,,Arcana,,,,,,,,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,,,Information Technology & Services,Bangalore,,,$2300000,54.0,2019,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",,,,,,,,,,,,,,,
,,FloCareer,,,,,,,,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",,,Information Services,Bangalore,,,$5700000,55.0,2018,"Mohit Jain,  Mehul Bhatt",Data Point Capital,Series A,,,,,,,,,,,,,,
,,Nap Chief,,,,,,,,India's favourite Kid's wear and Family Sleepwear D2C Brand,,,Apparel & Fashion,Mumbai,,,$200000,56.0,2019,Raghav Gupta,Titan Capital,Seed,,,,,,,,,,,,,,
,,AcknoLedger,,,,,,,,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,,,Crypto,Mumbai,,,$1500000,57.0,2021,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",Seed,,,,,,,,,,,,,,
,,ApplicateAI,,,,,,,,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",,,Information Technology & Services,Gurugram,,,$30000000,58.0,2014,"Madhusudan Atmakuri, Ranjeet Kumar",,Series A,,,,,,,,,,,,,,
,,VLCC Health Care,,,,,,,,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,,,"Health, Wellness & Fitness",Gurugram,,,$4000000,59.0,1989,Vandana Luthra,,,,,,,,,,,,,,,,
,,Duroflex,,,,,,,,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",,,Furniture,Bangalore,,,$60000000,60.0,1963,P. C. Mathew,Norwest Venture Partners,,,,,,,,,,,,,,,
,,Aviom India,,,,,,,,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,,,Financial Services,Bhilwara,,,$8000000,61.0,2016,Kajal Ilmi,Sabre Partners,Series C,,,,,,,,,,,,,,
,,Onato,,,,,,,,A startup solving inefficiencies in the agri supply chain,,,Computer Software,Bangalore,,,$2200000,62.0,2021,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",,,,,,,,,,,,,,,
,,Mestastop Solutions,,,,,,,,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",,,Biotechnology,Bangalore,,,$100000,63.0,2018,Dr Arnab Roy Chowdhury,CIIE.CO,,,,,,,,,,,,,,,
,,SaaS Labs,,,,,,,,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",,,SaaS,Noida,,,$17000000,64.0,2016,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",Series A,,,,,,,,,,,,,,
,,Devnagri,,,,,,,,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",,,Translation & Localization,Noida,,,$600000,65.0,2017,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",Seed,,,,,,,,,,,,,,
,,CRED,,,,,,,,CRED is a credit card payment platform that rewards users with points for paying their bills.,,,Finance,Bangalore,,,$250000000,66.0,2018,Kunal Shah,"Tiger Global, Falcon Edge",Series E,,,,,,,,,,,,,,
,,ConveGenius,,,,,,,,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,,,Education Management,Noida,,,$5000000,67.0,2013,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",Pre-seed,,,,,,,,,,,,,,
,,Totality,,,,,,,,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",,,Entertainment,Gurugram,,,$1000000,68.0,2017,Anshul Rustaggi,"Leo Capital, Mayfield Fund",,,,,,,,,,,,,,,
,,CredAble,,,,,,,,CredAble provides liquidity programs for enterprise supply chains.,,,Financial Services,Mumbai,,,$30000000,69.0,2017,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",Series B,,,,,,,,,,,,,,
,,MarketWolf,,,,,,,,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",,,Financial Services,Mumbai,,,$5500000,70.0,2017,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",Seed,,,,,,,,,,,,,,
,,Wondrlab,,,,,,,,India's largest platform-first martech startup,,,Marketing & Advertising,Mumbai,,,$7000000,71.0,2020,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",Pre-series A,,,,,,,,,,,,,,
,,SUN Mobility,,,,,,,,Provider of universal energy infrastructure and services to accelerate mass EV usage!,,,Automotive,Bangalore,,,$50000000,72.0,2017,Chetan Maini,Vitol,,,,,,,,,,,,,,,
,,Tamasha,,,,,,,,"Tamasha, the next-generation interactive entertainment platform.",,,Entertainment,Mumbai,,,$3000000,73.0,2020,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,Pre-series A,,,,,,,,,,,,,,
,,Revfin,,,,,,,,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",,,Financial Services,New Delhi,,,$4000000,74.0,2017,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",Pre-series A,,,,,,,,,,,,,,
,,Yu Foodlabs,,,,,,,,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,,,Food & Beverages,Gurugram,,,$1000000,75.0,2020,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",Pre-series A,,,,,,,,,,,,,,
,,MergerDomo,,,,,,,,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,,,Investment Banking,New Delhi,,,$500000,76.0,2018,Hormazd Charna,Nadir B Godrej,,,,,,,,,,,,,,,
,,FarMart,,,,,,,,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,,,Farming,Gurugram,,,$10000000,77.0,2015,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,Series A,,,,,,,,,,,,,,
,,Questt,,,,,,,,Questt is a Free online homework app that lets teachers assign gamified homework to students.,,,EdTech,Gurugram,,,$6750000,78.0,2020,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,Series A,,,,,,,,,,,,,,
,,IDfy,,,,,,,,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,,,Information Technology & Services,Mumbai,,,$10000000,79.0,2011,Ashok Hariharan,"TransUnion, Blume Ventures",Series D,,,,,,,,,,,,,,
,,ClearDekho,,,,,,,,ClearDekho is India’s Leading Affordable Eyewear Brand.,,,Retail,Ghaziabad,,,$4000000,80.0,2016,"Saurabh Dayal, Shivi Singh",Aroa Ventures,Pre-series A,,,,,,,,,,,,,,
,,BookingJini,,,,,,,,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,,,Hospitality,Gurugram,,,$1200000,81.0,2017,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,Pre-series A,,,,,,,,,,,,,,
,,Sourcewiz,,,,,,,,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,,,Information Technology & Services,Gurugram,,,$3000000,82.0,2021,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",Seed,,,,,,,,,,,,,,
,,Tvasta,,,,,,,,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,,,Mechanical Or Industrial Engineering,Chennai,,,$400000,83.0,2016,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,,,,,,,,,,,,,,,
,,Kafqa Academy,,,,,,,,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",,,E-learning,Bangalore,,,$1300000,84.0,2021,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",Seed,,,,,,,,,,,,,,
,,Trell,,,,,,,,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,,,Social commerce,Bangalore,,,$100000000,85.0,2016,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,,,,,,,,,,,,,,,
,,Storia,,,,,,,,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",,,Food & Beverages,Mumbai,,,$6000000,86.0,2016,Vishal Shah,Sixth Sense Ventures,Series A,,,,,,,,,,,,,,
,,Clear,,,,,,,,India’s leading FinTech SaaS platform,,,Computer Software,Bangalore,,,$75000000,87.0,2011,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",Series C,,,,,,,,,,,,,,
,,Groww,,,,,,,,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,,,Finance,Bangalore,,,$250000000,88.0,2016,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,Series E,,,,,,,,,,,,,,
,,The Indus Valley,,,,,,,,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,,,Consumer Goods,Chennai,,,$1100000,89.0,2016,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",,,,,,,,,,,,,,,
,,BharatPe,,,,,,,,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",,,Financial Services,New Delhi,,,$10000000,90.0,2018,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services,,,,,,,,,,,,,,,
,,Teachmint,,,,,,,,Teachmint is an education infrastructure provider and India’s largest teaching platform.,,,E-learning,Bangalore,,,$78000000,91.0,2020,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",Series B,,,,,,,,,,,,,,
,,Porter,,,,,,,,Porter is India's Largest Marketplace for Intra-City Logistics.,,,Logistics & Supply Chain,Bangalore,,,$100000000,92.0,2014,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",Series E,,,,,,,,,,,,,,
,,O4S,,,,,,,,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,,,Information Technology & Services,Gurugram,,,$6000000,93.0,2017,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",Series A,,,,,,,,,,,,,,
,,Wobb,,,,,,,,The platform for marketers to find and work with influencers,,,Marketing,Gurugram,,,$200000,94.0,2020,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",Pre-seed,,,,,,,,,,,,,,
,,BASIC Home Loan,,,,,,,,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,,,Financial Services,Gurugram,,,$3500000,95.0,2020,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",Series A,,,,,,,,,,,,,,
,,Siply,,,,,,,,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",,,Financial Services,Bangalore,,,$3200000,96.0,2020,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",Pre-series A,,,,,,,,,,,,,,
,,BankSathi,,,,,,,,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",,,Financial Services,New Delhi,,,$500000,97.0,2020,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",,,,,,,,,,,,,,,
,,Gramophone,,,,,,,,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",,,AgriTech,Indore,,,$10000000,98.0,2016,"Tauseef Khan, Harshit Gupta",Z3Partners,,,,,,,,,,,,,,,
,,Healofy,,,,,,,,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,,,Femtech,Bangalore,,,$6000000,99.0,2016,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",Series B,,,,,,,,,,,,,,
,,E42,,,,,,,,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,,,Computer Software,Pune,,,$5400000,100.0,2012,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,Series A,,,,,,,,,,,,,,
,,Spottabl,,,,,,,,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,,,Human Resources,Bangalore,,,$400000,101.0,2017,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",Seed,,,,,,,,,,,,,,
,,DeHaat,,,,,,,,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,,,Information Technology & Services,Gurugram,,,$115000000,102.0,2012,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",Series D,,,,,,,,,,,,,,
,,Shumee,,,,,,,,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",,,Retail,Bangalore,,,$Undisclosed,103.0,2014,Meeta Sharma Gupta,Dia Mirza,,,,,,,,,,,,,,,
,,Zolve,,,,,,,,World's first cross-border Neobank,,,Financial Services,Bangalore,,,$40000000,104.0,2020,Raghunandan G,DST Global,Series A,,,,,,,,,,,,,,
,,Instoried,,,,,,,,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",,,Computer Software,Bangalore,,,$8000000,105.0,2018,Sharmin Ali,"Pritt Investment Partners, 9Unicorns",,,,,,,,,,,,,,,
,,SportZchain,,,,,,,,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,,,sports,Mumbai,,,$400000,106.0,2021,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",Pre-seed,,,,,,,,,,,,,,
,,Hypto,,,,,,,,The next generation of web services that democratize access to finance for developers and businesses.,,,Tech startup,Chennai,,,$3000000,107.0,2018,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,Seed,,,,,,,,,,,,,,
,,CHUPPS,,,,,,,,D2C footwear brand,,,Foootwear,Mumbai,,,$1100000,108.0,2016,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,Pre-series A,,,,,,,,,,,,,,
,,Zenduty,,,,,,,,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",,,Computer Software,Bangalore,,,$1900000,109.0,2019,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,Pre-series A,,,,,,,,,,,,,,
,,R for Rabbit,,,,,,,,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,,,Consumer Goods,Ahmedabad,,,$5000000,110.0,2014,Kunal Popat,Xponentia Capital Partners,,,,,,,,,,,,,,,
,,Acko,,,,,,,,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,,,Insurance,Bangalore,,,$255000000,111.0,2016,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",Series D,,,,,,,,,,,,,,
,,LoveLocal,,,,,,,,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,,,Retail,Mumbai,,,$18000000,112.0,2015,Akanksha Hazari,Vulcan Capital,Pre-series B,,,,,,,,,,,,,,
,,SupplyNote,,,,,,,,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",,,Food & Beverages,Noida,,,$1200000,113.0,2015,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,Pre-series A,,,,,,,,,,,,,,
,,Vakilsearch,,,,,,,,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",,,Legal Services,Chennai,,,$10000000,114.0,2010,Hrishikesh Datar,InCorp India,,,,,,,,,,,,,,,
,,Cloudphysician,,,,,,,,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,,,Hospital & Health Care,Bangalore,,,$4000000,115.0,2017,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,Pre-series A,,,,,,,,,,,,,,
,,Wiggles.in,,,,,,,,Wiggles India is a preventative healthcare brand for all things pets!,,,Veterinary,Pune,,,$5500000,116.0,2018,Anushka Iyer,Anthill Ventures,Pre-series A,,,,,,,,,,,,,,
,,Avanti Finance,,,,,,,,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,,,Financial Services,Bangalore,,,$15000000,117.0,2017,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",Series A2,,,,,,,,,,,,,,
